#,Name,URL,Description,Categories,Tags,Department,Owner,Created date,Resource name,Resource description,Resource format,Resource size (bytes),Resource with API,Resource URL,Resource file,Resource created,Resource last modified,Resource next review,General classification of dataset type,Topic or theme,classification_and_access_restrictions,Point of contact,Contact Publisher,Publication status
171,Air Quality Monitoring - 2014 (grouped by pollutant),https://www.data.qld.gov.au/dataset/air-quality-monitoring-2014-grouped-by-pollutant,"Annual hourly air quality and meteorological data by pollutant for the 2014 calendar year. For more information on air quality, including live air data, please visit [www.ehp.qld.gov.au/air](http://www.ehp.qld.gov.au/air).  

**Data resolution:** One-hour average values  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,air quality; environment; science;,Environment and Science,opendata@des.qld.gov.au,5/01/2018,Queensland 2014 hourly benzene data,"**Period of reporting:** 1 January to 31 December 2014  
**Monitoring sites:** Springwood (South East Queensland); Memorial Park (Gladstone region)  
**Measurement units:** parts per billion (ppb)  
**Measurement technique:** Differential Optical Absorption Spectroscopy (DOAS) analyser operated in accordance with AS/NZS 3580.15  

*    Values are average concentrations over 250 metre light path (Springwood) and 520 metre light path (Memorial Park)
*    Instrument output offset and/or scaled based on instrument calibration data.",CSV,215 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2014-grouped-by-pollutant/resource/8a00cedb-f758-4fa2-84a7-a445d8037175,https://www.data.qld.gov.au/dataset/6c555c27-2c92-4d52-815c-aa02c9e7d3c4/resource/8a00cedb-f758-4fa2-84a7-a445d8037175/download/benzene-qld-2014.csv,5/01/2018,5/01/2018,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
331,Air Quality Monitoring - 2015,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2015,"Annual hourly air quality and meteorological data by monitoring site for the 2015 calendar year. For more information on air quality, including live air data, please visit [environment.des.qld.gov.au/air](https://environment.des.qld.gov.au/air).  
  
**Data resolution:** One-hour average values (one-hour sum for rainfall)  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Calm conditions:** No hourly average wind direction is reported when the hourly average wind speed is zero  
**Barometric pressure:** Values are at monitoring station elevation, not corrected to mean sea level  
**Daily zero/span response check:** Automated instrument zero/span response checks are conducted daily between midnight and 1am at Queensland Government sites (can differ at industry sites). Where this takes place an ambient hourly value cannot be reported.  
**Sampling height:** Four metres above ground (unless otherwise indicated)  

**PLEASE NOTE:** The Auckland Point 2015 air quality monitoring site data was updated on 23/04/2018 due to the wind direction sensor being misaligned and the reported wind direction values have now been corrected.",Environment; Sciences;,The Science Sandpit; air quality; environment; science;,Environment and Science,opendata@des.qld.gov.au,22/04/2016,Abbot Point (Bowen) 2015 hourly meteorological data,"**Period of operation:** 1 January to 31 December 2015  
**Site location:** Latitude: -19.9496; Longitude: 148.0482  
**AS/NZS 3580.1.1:2007 site classification:** Background  
**AS/NZS 3580.14:2011 compliance (meteorology):** Complies, except for:  

*    Temperature and relative humidity sensors located 10 metres above ground level.  

**Wind sensor:** Ultrasonic sensor  

*    Height above ground level: 10 metres.  
*    The wind direction sensor is aligned to magnetic north. The reported wind direction is referenced to true north by application of a magnetic declination correction of +8 degrees to the sensor output value.  

**Temperature:** Capacitive ceramic sensor  

*    Height above ground level: 10 metres.

**Relative humidity:** Capacitive thin film polymer sensor  

*    Height above ground level: 10 metres.

**Rainfall:** Vaisala RAINCAPô¸ precipitation sensor.  

*    Height above ground level: 10 metres.

**Barometric pressure:** Capacitive silicon sensor.  

*    Height above ground level: 10 metres.",CSV,430 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2015/resource/d87450aa-5531-4f75-8897-b8f5b69824c5,https://data.des.qld.gov.au/__data/assets/file/0026/83915/bowen-aq-2015.csv,22/04/2016,23/04/2018,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
330,Air Quality Monitoring - 2015 (grouped by pollutant),https://www.data.qld.gov.au/dataset/air-quality-monitoring-2015-grouped-by-pollutant,"Annual hourly air quality and meteorological data by pollutant for the 2015 calendar year. For more information on air quality, including live air data, please visit [environment.des.qld.gov.au/air](https://environment.des.qld.gov.au/air).  

**Data resolution:** One-hour average values  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Sciences;,The Science Sandpit; air quality; environment; science;,Environment and Science,opendata@dsiti.qld.gov.au,26/04/2016,Hourly benzene data,"**Period of reporting:** 1 January to December 2015  

**Monitoring sites:** Springwood (South East Queensland); Memorial Park (Gladstone region)  

**Measurement units:** parts per billion (ppb)  

**Measurement technique (Springwood and Memorial Park):** Differential Optical Absorption Spectroscopy (DOAS) analyser operated in accordance with AS/NZS 3580.15  

- Values are average concentrations over 250 metre light path (Springwood) and 520 metre light path (Memorial Park)  
- Instrument output offset and/or scaled based on instrument calibration data.",CSV,212 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2015-grouped-by-pollutant/resource/8f6c86d8-40f2-4a72-8fa0-00771bfb1dfb,https://data.des.qld.gov.au/__data/assets/file/0019/84070/benzene-qld-2015.csv,26/04/2016,27/04/2016,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
207,Air Quality Monitoring - 2016,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2016,"Annual hourly air quality and meteorological data by monitoring site for the 2016 calendar year. For more information on air quality, including live air data, please visit [environment.des.qld.gov.au/air](https://environment.des.qld.gov.au/air).

**Data resolution:** One-hour average values (one-hour su m for rainfall)  
**Data row timestamp:** Start of averaging period Missing data/not monitored: Blank cell  
**Calm conditions:** No hourly average wind direction is reported when the hourly average wind speed is zero  
**Barometric pressure:** Values are at monitoring station elevation, not corrected to mean sea level  
**Daily zero/span response check:** Automated instrument zero/span response checks are conducted daily between midnight and 1am at Queensland Government sites (can differ at industry sites). Where this takes place an ambient hourly value cannot be reported.  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,air quality; environment; science;,Environment and Science,opendata@des.qld.gov.au,23/05/2017,Abbot Point (Bowen) 2016 hourly meteorological data,"**Period of operation:** 1 January to 31 December 2016  
**Site location:** Latitude: -19.9496; Longitude: 148.0482  
**AS/NZS 3580.1.1:2007 site classification:** Background  
**AS/NZS 3580.14:2011 compliance (meteorology):** Complies, except for:   

**Wind sensor:** Ultrasonic sensor. 

*    Height above ground level: 10 metres. 
*    The wind direction sensor is aligned to magnetic north. The reported wind direction is referenced to true north by application of a magnetic declination correction of +8 degrees to the sensor output value. 

**Temperature:** Capacitive ceramic sensor. 

*    Height above ground level: 10 metres. 

**Relative humidity:** Capacitive thin film polymer sensor. 

*    Height above ground level: 10 metres. 

**Rainfall:** Vaisala RAINCAPô¸ precipitation sensor. 

*    Height above ground level: 10 metres. 

**Barometric pressure:** Capacitive silicon sensor. 

*    Height above ground level: 10 metres.",CSV,1 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2016/resource/606352cc-bf81-4e6f-a74e-e9b9374e17cf,https://www.data.qld.gov.au/dataset/fc8d4550-1d2f-4e56-a2db-7b5f11b903ed/resource/606352cc-bf81-4e6f-a74e-e9b9374e17cf/download/bowenaq2016.csv,23/05/2017,19/03/2018,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
206,Air Quality Monitoring - 2016 (grouped by pollutant),https://www.data.qld.gov.au/dataset/air-quality-monitoring-2016-grouped-by-pollutant,"Annual hourly air quality and meteorological data by pollutant for the 2016 calendar year. For more information on air quality, including live air data, please visit [environment.des.qld.gov.au/air](https://environment.des.qld.gov.au/air).  

**Data resolution:** One-hour average values  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,air quality; environment; science;,Environment and Science,opendata@dsiti.qld.gov.au,24/05/2017,Hourly benzene data,"**Period of reporting:** 1 January to December 2016  
**Monitoring sites:** Springwood (South East Queensland); Memorial Park (Gladstone region)  
**Measurement units:** parts per billion (ppb)  
**Measurement technique (Springwood and Memorial Park):** Differential Optical Absorption Spectroscopy (DOAS) analyser operated in accordance with AS/NZS 3580.15  
- Values are average concentrations over 250 metre light path (Springwood) and 520 metre light path (Memorial Park)  
- Instrument output offset and/or scaled based on instrument calibration data.",CSV,208 bytes,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2016-grouped-by-pollutant/resource/d74f4d52-9437-45d4-92c0-d5316637eaf0,https://www.data.qld.gov.au/dataset/7844efd9-5116-4dba-8459-c79703d82b39/resource/d74f4d52-9437-45d4-92c0-d5316637eaf0/download/benzeneqld2016.csv,24/05/2017,24/05/2017,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
175,Air Quality Monitoring - 2017,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2017,"Annual hourly air quality and meteorological data by monitoring site for the 2017 calendar year. For more information on air quality, including live air data, please visit [environment.des.qld.gov.au/air](https://environment.des.qld.gov.au/air).

**Data resolution:** One-hour average values (one-hour sum for rainfall)  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Calm conditions:** No hourly average wind direction is reported when the hourly average wind speed is zero  
**Barometric pressure:** Values are at monitoring station elevation, not corrected to mean sea level  
**Daily zero/span response check:** Automated instrument zero/span response checks are conducted daily between midnight and 1am at Queensland Government sites (can differ at industry sites). Where this takes place an ambient hourly value cannot be reported.  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,air quality; environment; science;,Environment and Science,opendata@des.qld.gov.au,4/11/2018,Aldoga (Gladstone) 2017 hourly meteorological data,"**Period of operation:** 1 January to 31 December 2017  
**Site location:** Latitude: -23.8409; Longitude: 151.0627  
**AS/NZS 3580.1.1 site classification:** Background  
**AS/NZS 3580.14 compliance (meteorology):** Complies, except for:  

*    Temperature and relative humidity sensors located 10 metres above ground level.
*    Rainfall measured by acoustic sensor.

**Wind:** Ultrasonic sensor. 

*    Height above ground level: 10 metres.  
*    The wind direction sensor is aligned to magnetic north. The reported wind direction is referenced to true north by application of a magnetic declination correction of +10 degrees to the sensor output value.
  
**Temperature:** Capacitive ceramic sensor. 

*    Height above ground level: 10 metres.  

**Relative humidity:** Capacitive thin film polymer sensor. 

*    Height above ground level: 10 metres.  

**Rainfall:** Vaisala RAINCAPô¸ precipitation sensor. 

*    Height above ground level: 10 metres.  

**Barometric pressure:** Capacitive silicon sensor. 

*    Height above ground level: 10 metres.",CSV,451 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2017/resource/e1ac51b4-1e48-4cfe-ac81-d18027274272,https://www.data.qld.gov.au/dataset/4dcbe485-760a-4901-9757-d220c5fbd072/resource/e1ac51b4-1e48-4cfe-ac81-d18027274272/download/aldogaaq2017.csv,4/11/2018,16/04/2018,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
173,Air Quality Monitoring - 2017 (grouped by pollutant),https://www.data.qld.gov.au/dataset/air-quality-monitoring-2017-grouped-by-pollutant,"Annual hourly air quality and meteorological data by pollutant for the 2017 calendar year. For more information on air quality, including live air data, please visit [www.qld.gov.au/environment/pollution/monitoring/air](https://www.qld.gov.au/environment/pollution/monitoring/air).  

**Data resolution:** One-hour average values  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,Meteorology; air; environment; monitoring; science;,Environment and Science,opendata@des.qld.gov.au,15/04/2018,Queensland 2017 hourly benzene data,"**Period of reporting:** 1 January to December 2017  

**Monitoring sites:** Springwood (South East Queensland), Memorial Park (Gladstone region)  

**Measurement units:** parts per billion (ppb)  

**Measurement technique (Springwood and Memorial Park):** Differential Optical Absorption Spectroscopy (DOAS) analyser operated in accordance with AS/NZS 3580.15  

*    Values are average concentrations over 250 metre light path (Springwood) and 520 metre light path (Memorial Park)  
*    Instrument output offset and/or scaled based on instrument calibration data.",CSV,217 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2017-grouped-by-pollutant/resource/d3c1e5ed-3427-4ccb-94b6-dab2de789ef4,https://www.data.qld.gov.au/dataset/a56db8a0-3726-4adf-af98-384847c2f95e/resource/d3c1e5ed-3427-4ccb-94b6-dab2de789ef4/download/benzene_qld_2017.csv,15/04/2018,4/11/2019,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
45,Air Quality Monitoring - 2018,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2018,"Annual hourly air quality and meteorological data by monitoring site for the 2018 calendar year. For more information on air quality, including live air data, please visit [https://www.qld.gov.au/environment/pollution/monitoring/air](https://www.qld.gov.au/environment/pollution/monitoring/air).

**Data resolution:** One-hour average values (one-hour sum for rainfall)  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Calm conditions:** No hourly average wind direction is reported when the hourly average wind speed is zero  
**Barometric pressure:** Values are at monitoring station elevation, not corrected to mean sea level  
**Daily zero/span response check:** Automated instrument zero/span response checks are conducted daily between midnight and 1am at Queensland Government sites (can differ at industry sites). Where this takes place an ambient hourly value cannot be reported.  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,air quality; environment; science;,Environment and Science,opendata@des.qld.gov.au,4/10/2019,Aldoga (Gladstone) 2018 hourly meteorological data,"**Period of operation:** 1 January to 31 December 2018  
**Site location:** Latitude: -23.8409; Longitude: 151.0627  
**AS/NZS 3580.1.1 site classification:** Background  
**AS/NZS 3580.14 compliance (meteorology):** Complies, except for:  

*    Temperature and relative humidity sensors located 10 metres above ground level.
*    Rainfall measured by acoustic sensor.

**Wind:** Ultrasonic sensor. 

*    Height above ground level: 10 metres.  
*    The wind direction sensor is aligned to magnetic north. The reported wind direction is referenced to true north by application of a magnetic declination correction of +10 degrees to the sensor output value.
  
**Temperature:** Capacitive ceramic sensor. 

*    Height above ground level: 10 metres.  

**Relative humidity:** Capacitive thin film polymer sensor. 

*    Height above ground level: 10 metres.  

**Rainfall:** Vaisala RAINCAPô¸ precipitation sensor. 

*    Height above ground level: 10 metres.  

**Barometric pressure:** Capacitive silicon sensor. 

*    Height above ground level: 10 metres.",CSV,449 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2018/resource/9b73ffd1-fe0f-4fd4-9437-4531153fe8e6,https://www.data.qld.gov.au/dataset/489af055-2f85-413d-8543-4b8817d15d93/resource/9b73ffd1-fe0f-4fd4-9437-4531153fe8e6/download/aldoga-aq-2018.csv,4/10/2019,4/11/2019,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
44,Air Quality Monitoring - 2018 (grouped by pollutant),https://www.data.qld.gov.au/dataset/air-quality-monitoring-2018-grouped-by-pollutant,"Annual hourly air quality and meteorological data by pollutant for the 2018 calendar year. For more information on air quality, including live air data, please visit [www.qld.gov.au/environment/pollution/monitoring/air](https://www.qld.gov.au/environment/pollution/monitoring/air).    

**Data resolution:** One-hour average values  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Sampling height:** Four metres above ground (unless otherwise indicated)",Environment; Sciences;,Meteorology; air; environment; monitoring; science;,Environment and Science,opendata@des.qld.gov.au,4/11/2019,Queensland 2018 hourly benzene data,"**Period of reporting:** 1 January to 31 December 2018 

**Monitoring sites:** Springwood (South East Queensland), Memorial Park (Gladstone region)  

**Measurement units:** parts per billion (ppb)  

**Measurement technique:** Differential Optical Absorption Spectroscopy (DOAS) analyser operated in accordance with AS/NZS 3580.15  

*    Values are average concentrations over 250 metre light path (Springwood) and 520 metre light path (Memorial Park)  
*    Instrument output offset and/or scaled based on instrument calibration data.",CSV,211 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2018-grouped-by-pollutant/resource/f57c706c-47f9-4511-8457-61cb295997c5,https://www.data.qld.gov.au/dataset/efe08a59-2f88-48c1-99bd-1efb47aef43c/resource/f57c706c-47f9-4511-8457-61cb295997c5/download/benzene-qld-2018.csv,4/11/2019,29/05/2019,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
8,Air Quality Monitoring - 2019,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2019,"Annual hourly air quality and meteorological data by monitoring site for the 2019 calendar year. For more information on air quality, including live air data, please visit [https://www.qld.gov.au/environment/pollution/monitoring/air](https://www.qld.gov.au/environment/pollution/monitoring/air).

**Data resolution:** One-hour average values (one-hour sum for rainfall)  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Calm conditions:** No hourly average wind direction is reported when the hourly average wind speed is zero  
**Barometric pressure:** Values are at monitoring station elevation, not corrected to mean sea level  
**Daily zero/span response check:** Automated instrument zero/span response checks are conducted daily between midnight and 1am at Queensland Government sites (can differ at industry sites). Where this takes place an ambient hourly value cannot be reported.  
**Sampling height:** Four metres above ground (unless otherwise indicated)",,air quality; environment; science;,Environment and Science,opendata@des.qld.gov.au,16/04/2020,Abbot Point (Bowen) 2019 hourly meteorological data,"**Period of operation:** 1 January to 31 December 2019  
**Site location:** Latitude: -19.9496; Longitude: 148.0482  
**AS/NZS 3580.1.1 site classification:** Background  
**AS/NZS 3580.14 compliance (meteorology):** Complies, except for:   

*    Temperature and relative humidity sensors located 10 metres above ground level.
*    Rainfall measured by acoustic sensor.

**Wind sensor:** Ultrasonic sensor. 

*    Height above ground level: 10 metres. 
*    The wind direction sensor is aligned to magnetic north. The reported wind direction is referenced to true north by application of a magnetic declination correction of +8 degrees to the sensor output value. 

**Temperature:** Capacitive ceramic sensor. 

*    Height above ground level: 10 metres. 

**Relative humidity:** Capacitive thin film polymer sensor. 

*    Height above ground level: 10 metres. 

**Rainfall:** Vaisala RAINCAPô¸ precipitation sensor. 

*    Height above ground level: 10 metres. 

**Barometric pressure:** Capacitive silicon sensor. 

*    Height above ground level: 10 metres.",CSV,454.5 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2019/resource/1eed14b2-4e91-4163-90ef-b2afe1d90172,https://www.data.qld.gov.au/dataset/827a95bc-7160-4510-9a75-b4b4d22042a6/resource/1eed14b2-4e91-4163-90ef-b2afe1d90172/download/bowen-aq-2019.csv,16/04/2020,16/04/2020,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
7,Air Quality Monitoring - 2019 (grouped by pollutant),https://www.data.qld.gov.au/dataset/air-quality-monitoring-2019-grouped-by-pollutant,"Annual hourly air quality and meteorological data by pollutant for the 2019 calendar year. For more information on air quality, including live air data, please visit [www.qld.gov.au/environment/pollution/monitoring/air](https://www.qld.gov.au/environment/pollution/monitoring/air).    

**Data resolution:** One-hour average values  
**Data row timestamp:** Start of averaging period  
**Missing data/not monitored:** Blank cell  
**Sampling height:** Four metres above ground (unless otherwise indicated)",,Meteorology; air; air quality; environment; monitoring; science;,Environment and Science,opendata@des.qld.gov.au,20/04/2020,Queensland 2019 hourly benzene data,"**Period of reporting:** 1 January to 31 December 2019 

**Monitoring sites:** Springwood (South East Queensland), Memorial Park (Gladstone region)  

**Measurement units:** parts per billion (ppb)  

**Measurement technique:** Differential Optical Absorption Spectroscopy (DOAS) analyser operated in accordance with AS/NZS 3580.15  

*    Values are average concentrations over 250 metre light path (Springwood) and 520 metre light path (Memorial Park)  
*    Instrument output offset and/or scaled based on instrument calibration data.",CSV,206 KiB,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-2019-grouped-by-pollutant/resource/facdf9ea-bc88-4d05-a942-d6a88e4b5965,https://www.data.qld.gov.au/dataset/7be328b3-5c4d-4ffd-b9f6-061a0d462159/resource/facdf9ea-bc88-4d05-a942-d6a88e4b5965/download/benzene-qld-2019.csv,20/04/2020,20/04/2020,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
481,Air Quality Monitoring - Live data feed,https://www.data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed,"[Live air quality](https://apps.des.qld.gov.au/air-quality/) data updates from the Queensland Governments air monitoring network updated hourly and published in XML format.  

The data used to compile this air quality information comes directly from the department's air monitoring network and has only undergone a preliminary quality check.  

If there is no data measured for a parameter, or data could not be retrieved from the monitoring station at this hour, no data will be shown. 

Only data for the current hour is available through the live data feed.",Environment; Sciences;,GovHack 2019; air; air quality; api; environment; science;,Environment and Science,opendata@des.qld.gov.au,27/06/2014,Air quality - Queensland,Live air quality data from the Queensland Government's air monitoring network updated hourly and published in XML format,XML,100 bytes,,https://www.data.qld.gov.au/dataset/air-quality-monitoring-live-data-feed/resource/50410fbe-8766-45cd-a259-c4c1f3c89dd1,https://apps.des.qld.gov.au/air-quality/xml/feed.php?category=1ô¸ion=ALL,27/06/2014,12/05/2018,undefined,Dataset,AIR QUALITY,OFFICIAL,Gavin Shaw,Department of Environment and Science,completed
